Order_ID,Order_Date,Region,Category,Segment,Ship_Mode,Sales,Profit,Discount,Quantity,Year,Month,Month_Name,Quarter
ORD-10250,2021-09-08,North,Fashion,Home Office,First Class,2747.81,506.97,0.05,8,2021,9,September,3
ORD-10251,2021-09-09,South,Office Supplies,Consumer,Standard Class,1472.81,111.03,0.15,3,2021,9,September,3
ORD-10252,2021-09-10,Central,Office Supplies,Consumer,First Class,1270.56,104.95,0.3,14,2021,9,September,3
ORD-10253,2021-09-11,South,Office Supplies,Consumer,First Class,822.99,-1.36,0.2,9,2021,9,September,3
ORD-10254,2021-09-12,North,Technology,Corporate,Second Class,2118.81,570.12,0.0,3,2021,9,September,3
ORD-10255,2021-09-13,South,Fashion,Consumer,Second Class,3073.05,489.31,0.1,14,2021,9,September,3
ORD-10256,2021-09-14,East,Furniture,Corporate,Same Day,3288.96,108.57,0.1,8,2021,9,September,3
ORD-10257,2021-09-15,Central,Grocery,Corporate,Second Class,804.65,-32.1,0.2,4,2021,9,September,3
ORD-10258,2021-09-16,Central,Grocery,Home Office,Same Day,370.3,-10.55,0.2,5,2021,9,September,3
ORD-10259,2021-09-17,North,Furniture,Home Office,First Class,2736.94,171.38,0.15,13,2021,9,September,3
ORD-10260,2021-09-18,Central,Fashion,Consumer,First Class,905.3,104.88,0.1,9,2021,9,September,3
ORD-10261,2021-09-19,North,Fashion,Home Office,Standard Class,1712.64,409.29,0.0,3,2021,9,September,3
ORD-10262,2021-09-20,Central,Office Supplies,Corporate,Second Class,1669.16,83.48,0.2,4,2021,9,September,3
ORD-10263,2021-09-21,West,Technology,Consumer,First Class,5071.8,62.32,0.15,13,2021,9,September,3
ORD-10264,2021-09-22,East,Fashion,Corporate,First Class,3216.35,419.3,0.15,3,2021,9,September,3
ORD-10265,2021-09-23,Central,Office Supplies,Corporate,Same Day,1229.56,139.12,0.2,12,2021,9,September,3
ORD-10266,2021-09-24,North,Office Supplies,Home Office,Standard Class,1246.12,161.69,0.2,7,2021,9,September,3
ORD-10267,2021-09-25,Central,Technology,Corporate,First Class,5439.1,512.8,0.2,11,2021,9,September,3
ORD-10268,2021-09-26,South,Fashion,Consumer,Same Day,1330.34,-0.65,0.3,3,2021,9,September,3
ORD-10269,2021-09-27,East,Technology,Consumer,Same Day,2754.02,332.13,0.15,6,2021,9,September,3
ORD-10270,2021-09-28,Central,Grocery,Home Office,Same Day,1276.53,33.39,0.3,14,2021,9,September,3
ORD-10271,2021-09-29,East,Fashion,Home Office,First Class,2044.2,92.5,0.15,11,2021,9,September,3
ORD-10272,2021-09-30,South,Furniture,Home Office,First Class,4038.65,761.41,0.1,9,2021,9,September,3
ORD-10273,2021-10-01,Central,Office Supplies,Corporate,Second Class,2214.98,132.84,0.1,4,2021,10,October,4
ORD-10274,2021-10-02,North,Office Supplies,Home Office,Second Class,2033.63,-38.72,0.3,12,2021,10,October,4
ORD-10275,2021-10-03,North,Fashion,Corporate,Standard Class,2611.05,167.5,0.3,10,2021,10,October,4
ORD-10276,2021-10-04,North,Grocery,Consumer,First Class,1954.62,60.21,0.1,1,2021,10,October,4
ORD-10277,2021-10-05,North,Grocery,Home Office,Same Day,1754.02,178.43,0.05,4,2021,10,October,4
ORD-10278,2021-10-06,North,Fashion,Consumer,Standard Class,2748.52,-182.8,0.3,10,2021,10,October,4
ORD-10279,2021-10-07,East,Fashion,Home Office,Second Class,2201.9,492.06,0.0,1,2021,10,October,4
ORD-10280,2021-10-08,East,Technology,Consumer,Second Class,9613.38,583.34,0.3,7,2021,10,October,4
ORD-10281,2021-10-09,East,Grocery,Corporate,First Class,543.18,21.05,0.3,5,2021,10,October,4
ORD-10282,2021-10-10,East,Fashion,Home Office,Standard Class,2216.34,476.56,0.05,15,2021,10,October,4
ORD-10283,2021-10-11,South,Technology,Corporate,Second Class,9826.78,689.92,0.3,15,2021,10,October,4
ORD-10284,2021-10-12,West,Technology,Corporate,Standard Class,4490.92,955.76,0.1,15,2021,10,October,4
ORD-10285,2021-10-13,Central,Fashion,Corporate,Second Class,2374.27,-27.16,0.2,14,2021,10,October,4
ORD-10286,2021-10-14,North,Technology,Consumer,Same Day,7908.96,140.91,0.1,11,2021,10,October,4
ORD-10287,2021-10-15,North,Office Supplies,Home Office,Second Class,2997.38,387.89,0.2,3,2021,10,October,4
ORD-10288,2021-10-16,Central,Grocery,Corporate,Standard Class,600.23,48.82,0.3,7,2021,10,October,4
ORD-10289,2021-10-17,North,Grocery,Consumer,Standard Class,820.95,109.39,0.15,5,2021,10,October,4
ORD-10290,2021-10-18,North,Office Supplies,Home Office,Standard Class,1693.82,-114.74,0.3,5,2021,10,October,4
ORD-10291,2021-10-19,South,Technology,Corporate,Second Class,6207.35,397.42,0.3,7,2021,10,October,4
ORD-10292,2021-10-20,West,Office Supplies,Home Office,First Class,1329.73,188.12,0.2,6,2021,10,October,4
ORD-10293,2021-10-21,East,Grocery,Corporate,First Class,1315.04,-27.4,0.3,7,2021,10,October,4
ORD-10294,2021-10-22,East,Fashion,Consumer,Standard Class,2563.75,140.64,0.15,9,2021,10,October,4
ORD-10295,2021-10-23,West,Fashion,Consumer,Second Class,1372.04,21.44,0.2,10,2021,10,October,4
ORD-10296,2021-10-24,South,Fashion,Consumer,Second Class,2439.81,316.63,0.2,12,2021,10,October,4
ORD-10297,2021-10-25,West,Grocery,Corporate,Second Class,1169.46,-6.96,0.15,9,2021,10,October,4
ORD-10298,2021-10-26,North,Grocery,Home Office,Standard Class,1735.91,284.97,0.1,7,2021,10,October,4
ORD-10299,2021-10-27,West,Fashion,Consumer,Same Day,1100.84,92.28,0.3,6,2021,10,October,4
ORD-10300,2021-10-28,South,Technology,Consumer,First Class,8305.65,1666.66,0.05,7,2021,10,October,4
ORD-10301,2021-10-29,North,Grocery,Corporate,Same Day,1041.64,124.0,0.15,14,2021,10,October,4
ORD-10302,2021-10-30,East,Fashion,Home Office,First Class,4027.47,507.91,0.05,2,2021,10,October,4
ORD-10303,2021-10-31,East,Furniture,Consumer,Standard Class,5035.87,460.22,0.15,5,2021,10,October,4
ORD-10304,2021-11-01,South,Fashion,Consumer,Second Class,1388.63,73.18,0.1,8,2021,11,November,4
ORD-10305,2021-11-02,West,Technology,Home Office,Same Day,4145.25,387.41,0.0,10,2021,11,November,4
ORD-10306,2021-11-03,West,Fashion,Corporate,Standard Class,1039.35,-28.28,0.3,4,2021,11,November,4
ORD-10307,2021-11-04,East,Fashion,Consumer,Second Class,1637.61,324.7,0.1,9,2021,11,November,4
ORD-10308,2021-11-05,North,Fashion,Home Office,First Class,3660.21,776.47,0.1,4,2021,11,November,4
ORD-10309,2021-11-06,East,Fashion,Corporate,First Class,2653.66,526.31,0.0,5,2021,11,November,4
ORD-10310,2021-11-07,South,Furniture,Home Office,Same Day,6443.33,961.79,0.1,1,2021,11,November,4
ORD-10311,2021-11-08,North,Fashion,Home Office,Same Day,1844.65,155.46,0.05,7,2021,11,November,4
ORD-10312,2021-11-09,South,Fashion,Consumer,Second Class,1354.71,-30.34,0.3,5,2021,11,November,4
ORD-10313,2021-11-10,Central,Technology,Corporate,Same Day,3305.98,-4.72,0.2,9,2021,11,November,4
ORD-10314,2021-11-11,North,Furniture,Home Office,Standard Class,5947.45,5.9,0.15,15,2021,11,November,4
ORD-10315,2021-11-12,West,Furniture,Corporate,Same Day,4665.34,581.88,0.2,11,2021,11,November,4
ORD-10316,2021-11-13,Central,Furniture,Home Office,Second Class,6064.74,691.94,0.05,8,2021,11,November,4
ORD-10317,2021-11-14,East,Technology,Consumer,Standard Class,9451.23,1149.51,0.15,12,2021,11,November,4
ORD-10318,2021-11-15,South,Furniture,Consumer,First Class,3498.47,425.87,0.1,13,2021,11,November,4
ORD-10319,2021-11-16,North,Office Supplies,Corporate,First Class,1973.26,282.3,0.15,9,2021,11,November,4
ORD-10320,2021-11-17,North,Grocery,Consumer,First Class,522.0,81.08,0.15,6,2021,11,November,4
ORD-10321,2021-11-18,West,Furniture,Corporate,Same Day,2530.01,236.57,0.05,5,2021,11,November,4
ORD-10322,2021-11-19,East,Fashion,Corporate,First Class,3944.5,437.2,0.15,5,2021,11,November,4
ORD-10323,2021-11-20,South,Grocery,Consumer,First Class,1584.49,230.01,0.05,3,2021,11,November,4
ORD-10324,2021-11-21,West,Fashion,Home Office,Standard Class,3877.34,828.37,0.0,14,2021,11,November,4
ORD-10325,2021-11-22,South,Technology,Consumer,Second Class,3439.36,-245.08,0.3,2,2021,11,November,4
ORD-10326,2021-11-23,North,Grocery,Consumer,Same Day,474.78,42.23,0.15,11,2021,11,November,4
ORD-10327,2021-11-24,West,Grocery,Consumer,First Class,477.0,84.73,0.1,9,2021,11,November,4
ORD-10328,2021-11-25,East,Grocery,Consumer,Standard Class,829.53,142.23,0.05,9,2021,11,November,4
ORD-10329,2021-11-26,North,Office Supplies,Corporate,Same Day,3268.16,349.04,0.1,2,2021,11,November,4
ORD-10330,2021-11-27,East,Furniture,Corporate,Standard Class,5487.83,-528.48,0.3,11,2021,11,November,4
ORD-10331,2021-11-28,South,Grocery,Home Office,Same Day,464.88,-37.53,0.3,1,2021,11,November,4
ORD-10332,2021-11-29,South,Grocery,Home Office,First Class,1859.3,490.54,0.0,10,2021,11,November,4
ORD-10333,2021-11-30,East,Furniture,Home Office,Same Day,6351.84,1377.62,0.0,5,2021,11,November,4
ORD-10334,2021-12-01,Central,Office Supplies,Home Office,Standard Class,791.1,44.64,0.1,3,2021,12,December,4
ORD-10335,2021-12-02,South,Furniture,Consumer,First Class,2762.48,323.02,0.2,3,2021,12,December,4
ORD-10336,2021-12-03,Central,Grocery,Corporate,Same Day,670.42,55.44,0.3,13,2021,12,December,4
ORD-10337,2021-12-04,Central,Technology,Home Office,First Class,5692.07,1410.12,0.0,1,2021,12,December,4
ORD-10338,2021-12-05,Central,Office Supplies,Home Office,Same Day,827.77,57.67,0.1,13,2021,12,December,4
ORD-10339,2021-12-06,South,Grocery,Consumer,First Class,1130.16,133.85,0.15,9,2021,12,December,4
ORD-10340,2021-12-07,West,Grocery,Home Office,First Class,1573.15,100.54,0.05,13,2021,12,December,4
ORD-10341,2021-12-08,South,Furniture,Home Office,Second Class,3162.56,12.05,0.15,12,2021,12,December,4
ORD-10342,2021-12-09,North,Technology,Corporate,First Class,3055.07,99.17,0.1,13,2021,12,December,4
ORD-10343,2021-12-10,South,Grocery,Home Office,Same Day,591.15,112.82,0.0,2,2021,12,December,4
ORD-10344,2021-12-11,Central,Fashion,Corporate,Same Day,2203.5,376.43,0.1,1,2021,12,December,4
ORD-10345,2021-12-12,East,Fashion,Home Office,Second Class,1433.93,52.03,0.15,11,2021,12,December,4
ORD-10346,2021-12-13,South,Office Supplies,Consumer,Standard Class,1474.4,62.59,0.15,3,2021,12,December,4
ORD-10347,2021-12-14,North,Technology,Corporate,Second Class,6154.44,51.29,0.3,12,2021,12,December,4
ORD-10348,2021-12-15,West,Grocery,Consumer,First Class,973.24,103.69,0.15,1,2021,12,December,4
ORD-10349,2021-12-16,South,Office Supplies,Corporate,Same Day,3307.34,-290.3,0.3,14,2021,12,December,4
ORD-10350,2021-12-17,Central,Office Supplies,Home Office,Second Class,1216.3,115.12,0.1,8,2021,12,December,4
ORD-10351,2021-12-18,North,Office Supplies,Home Office,Same Day,1605.45,166.26,0.05,10,2021,12,December,4
ORD-10352,2021-12-19,North,Grocery,Consumer,Second Class,733.39,75.92,0.2,10,2021,12,December,4
ORD-10353,2021-12-20,South,Technology,Home Office,Second Class,8796.34,253.61,0.1,8,2021,12,December,4
ORD-10354,2021-12-21,South,Grocery,Consumer,First Class,1487.39,235.08,0.1,4,2021,12,December,4
ORD-10355,2021-12-22,West,Grocery,Corporate,Same Day,1291.63,215.96,0.15,10,2021,12,December,4
ORD-10356,2021-12-23,Central,Grocery,Consumer,First Class,1385.27,184.08,0.2,12,2021,12,December,4
ORD-10357,2021-12-24,East,Technology,Home Office,First Class,7074.84,-16.67,0.3,3,2021,12,December,4
ORD-10358,2021-12-25,North,Grocery,Corporate,Standard Class,857.51,156.18,0.0,1,2021,12,December,4
ORD-10359,2021-12-26,Central,Fashion,Home Office,Second Class,2132.07,361.32,0.1,8,2021,12,December,4
ORD-10360,2021-12-27,Central,Fashion,Consumer,First Class,1229.33,80.76,0.15,1,2021,12,December,4
ORD-10361,2021-12-28,West,Technology,Home Office,Second Class,4951.65,850.96,0.1,6,2021,12,December,4
ORD-10362,2021-12-29,South,Fashion,Corporate,Same Day,3174.28,231.69,0.15,2,2021,12,December,4
ORD-10363,2021-12-30,North,Technology,Consumer,Standard Class,7352.76,1106.06,0.1,1,2021,12,December,4
ORD-10364,2021-12-31,East,Furniture,Home Office,Second Class,3237.7,429.88,0.05,9,2021,12,December,4
ORD-10365,2022-01-01,East,Grocery,Corporate,Second Class,1188.21,-42.64,0.3,3,2022,1,January,1
ORD-10366,2022-01-02,East,Fashion,Corporate,Same Day,2495.93,302.4,0.0,7,2022,1,January,1
ORD-10367,2022-01-03,Central,Technology,Consumer,Second Class,3041.57,114.94,0.1,6,2022,1,January,1
ORD-10368,2022-01-04,Central,Grocery,Home Office,First Class,1130.25,112.91,0.15,10,2022,1,January,1
ORD-10369,2022-01-05,North,Office Supplies,Corporate,Second Class,2082.58,-115.61,0.3,14,2022,1,January,1
ORD-10370,2022-01-06,Central,Fashion,Consumer,Second Class,1321.2,136.6,0.0,6,2022,1,January,1
ORD-10371,2022-01-07,East,Office Supplies,Home Office,Same Day,889.52,23.79,0.2,7,2022,1,January,1
ORD-10372,2022-01-08,South,Furniture,Home Office,Second Class,3256.5,246.06,0.05,9,2022,1,January,1
ORD-10373,2022-01-09,South,Office Supplies,Home Office,Standard Class,2598.87,290.87,0.1,14,2022,1,January,1
ORD-10374,2022-01-10,South,Furniture,Home Office,Same Day,3265.25,88.25,0.3,7,2022,1,January,1
ORD-10375,2022-01-11,South,Grocery,Consumer,Standard Class,1362.81,169.13,0.0,10,2022,1,January,1
ORD-10376,2022-01-12,North,Technology,Consumer,First Class,5363.6,734.86,0.15,3,2022,1,January,1
ORD-10377,2022-01-13,Central,Grocery,Home Office,Standard Class,697.54,131.57,0.0,10,2022,1,January,1
ORD-10378,2022-01-14,Central,Office Supplies,Consumer,Same Day,2678.53,182.1,0.05,9,2022,1,January,1
ORD-10379,2022-01-15,North,Furniture,Consumer,Same Day,4821.24,156.19,0.1,5,2022,1,January,1
ORD-10380,2022-01-16,East,Technology,Consumer,First Class,5644.65,-165.76,0.3,14,2022,1,January,1
ORD-10381,2022-01-17,East,Fashion,Consumer,Second Class,2156.59,402.11,0.0,13,2022,1,January,1
ORD-10382,2022-01-18,Central,Fashion,Consumer,First Class,1449.12,99.22,0.1,12,2022,1,January,1
ORD-10383,2022-01-19,West,Fashion,Consumer,Same Day,3221.07,816.25,0.0,15,2022,1,January,1
ORD-10384,2022-01-20,East,Furniture,Consumer,Second Class,4679.62,782.88,0.1,12,2022,1,January,1
ORD-10385,2022-01-21,South,Grocery,Consumer,First Class,832.72,-2.0,0.15,11,2022,1,January,1
ORD-10386,2022-01-22,South,Technology,Home Office,First Class,4664.58,525.27,0.1,12,2022,1,January,1
ORD-10387,2022-01-23,West,Fashion,Home Office,Standard Class,2319.8,282.92,0.15,12,2022,1,January,1
ORD-10388,2022-01-24,Central,Technology,Corporate,Second Class,4916.7,551.03,0.05,7,2022,1,January,1
ORD-10389,2022-01-25,North,Office Supplies,Home Office,Second Class,2255.44,363.87,0.15,10,2022,1,January,1
ORD-10390,2022-01-26,West,Technology,Consumer,Same Day,7655.43,854.32,0.0,1,2022,1,January,1
ORD-10391,2022-01-27,West,Grocery,Corporate,Second Class,1471.51,158.74,0.05,12,2022,1,January,1
ORD-10392,2022-01-28,West,Office Supplies,Home Office,First Class,1380.87,360.08,0.0,5,2022,1,January,1
ORD-10393,2022-01-29,West,Furniture,Corporate,First Class,4371.98,-127.46,0.3,12,2022,1,January,1
ORD-10394,2022-01-30,West,Technology,Consumer,Second Class,2636.01,330.13,0.0,8,2022,1,January,1
ORD-10395,2022-01-31,West,Grocery,Consumer,First Class,1605.08,263.98,0.0,14,2022,1,January,1
ORD-10396,2022-02-01,South,Furniture,Consumer,Second Class,4269.21,428.99,0.0,7,2022,2,February,1
ORD-10397,2022-02-02,North,Office Supplies,Corporate,Second Class,1947.31,356.22,0.05,7,2022,2,February,1
ORD-10398,2022-02-03,Central,Technology,Home Office,Standard Class,2833.93,-126.85,0.3,10,2022,2,February,1
ORD-10399,2022-02-04,East,Furniture,Corporate,Same Day,1564.09,105.72,0.05,14,2022,2,February,1
ORD-10400,2022-02-05,Central,Technology,Home Office,Same Day,3781.37,39.58,0.15,6,2022,2,February,1
ORD-10401,2022-02-06,West,Office Supplies,Consumer,First Class,656.33,35.71,0.3,13,2022,2,February,1
ORD-10402,2022-02-07,East,Office Supplies,Home Office,Second Class,1220.64,-8.04,0.15,12,2022,2,February,1
ORD-10403,2022-02-08,South,Furniture,Corporate,Standard Class,3879.95,-12.79,0.15,4,2022,2,February,1
ORD-10404,2022-02-09,North,Technology,Corporate,Second Class,4451.44,263.84,0.2,7,2022,2,February,1
ORD-10405,2022-02-10,South,Furniture,Consumer,Standard Class,1257.93,154.91,0.0,10,2022,2,February,1
ORD-10406,2022-02-11,South,Technology,Home Office,First Class,4956.61,-158.18,0.3,11,2022,2,February,1
ORD-10407,2022-02-12,West,Grocery,Home Office,Second Class,750.48,136.78,0.0,5,2022,2,February,1
ORD-10408,2022-02-13,East,Furniture,Home Office,First Class,3864.04,451.73,0.2,7,2022,2,February,1
ORD-10409,2022-02-14,North,Technology,Home Office,Same Day,2164.81,140.16,0.05,12,2022,2,February,1
ORD-10410,2022-02-15,West,Grocery,Corporate,Standard Class,1294.53,42.89,0.3,5,2022,2,February,1
ORD-10411,2022-02-16,West,Technology,Home Office,Second Class,2832.15,766.39,0.0,12,2022,2,February,1
ORD-10412,2022-02-17,Central,Fashion,Home Office,First Class,1039.87,178.05,0.1,3,2022,2,February,1
ORD-10413,2022-02-18,West,Office Supplies,Consumer,First Class,1171.16,-5.53,0.15,13,2022,2,February,1
ORD-10414,2022-02-19,West,Fashion,Corporate,Same Day,859.71,160.66,0.1,9,2022,2,February,1
ORD-10415,2022-02-20,North,Furniture,Consumer,First Class,4955.93,1064.65,0.0,13,2022,2,February,1
ORD-10416,2022-02-21,East,Technology,Home Office,Standard Class,3340.67,582.46,0.0,1,2022,2,February,1
ORD-10417,2022-02-22,East,Grocery,Consumer,Standard Class,1293.24,-40.25,0.3,9,2022,2,February,1
ORD-10418,2022-02-23,East,Office Supplies,Corporate,First Class,1800.23,187.01,0.0,5,2022,2,February,1
ORD-10419,2022-02-24,East,Technology,Consumer,Standard Class,7325.04,1854.75,0.0,7,2022,2,February,1
ORD-10420,2022-02-25,North,Office Supplies,Consumer,Same Day,1021.41,130.5,0.1,1,2022,2,February,1
ORD-10421,2022-02-26,Central,Office Supplies,Consumer,Same Day,2640.9,394.97,0.2,6,2022,2,February,1
ORD-10422,2022-02-27,Central,Furniture,Consumer,Second Class,1300.42,118.09,0.15,1,2022,2,February,1
ORD-10423,2022-02-28,North,Technology,Consumer,Same Day,6381.45,-601.2,0.3,14,2022,2,February,1
ORD-10424,2022-03-01,East,Fashion,Corporate,Same Day,2513.36,166.15,0.05,1,2022,3,March,1
ORD-10425,2022-03-02,Central,Furniture,Corporate,First Class,1556.59,-149.25,0.3,8,2022,3,March,1
ORD-10426,2022-03-03,South,Furniture,Consumer,Standard Class,5249.72,-355.12,0.3,7,2022,3,March,1
ORD-10427,2022-03-04,North,Office Supplies,Corporate,First Class,1171.11,-3.0,0.15,6,2022,3,March,1
ORD-10428,2022-03-05,East,Furniture,Home Office,Standard Class,1890.37,327.43,0.0,3,2022,3,March,1
ORD-10429,2022-03-06,West,Grocery,Home Office,First Class,929.42,130.28,0.05,13,2022,3,March,1
ORD-10430,2022-03-07,West,Technology,Consumer,First Class,6190.33,-661.96,0.3,14,2022,3,March,1
ORD-10431,2022-03-08,East,Office Supplies,Consumer,Second Class,1678.27,197.93,0.15,6,2022,3,March,1
ORD-10432,2022-03-09,East,Office Supplies,Consumer,Same Day,1767.5,163.54,0.15,14,2022,3,March,1
ORD-10433,2022-03-10,South,Technology,Consumer,Second Class,2188.52,516.91,0.0,2,2022,3,March,1
ORD-10434,2022-03-11,East,Furniture,Consumer,Same Day,3847.25,53.62,0.3,6,2022,3,March,1
ORD-10435,2022-03-12,Central,Fashion,Corporate,Standard Class,1218.33,254.87,0.0,1,2022,3,March,1
ORD-10436,2022-03-13,West,Furniture,Corporate,Standard Class,1412.68,236.38,0.15,1,2022,3,March,1
ORD-10437,2022-03-14,South,Grocery,Corporate,Standard Class,897.6,-39.68,0.3,7,2022,3,March,1
ORD-10438,2022-03-15,North,Furniture,Corporate,Same Day,1345.53,230.54,0.05,15,2022,3,March,1
ORD-10439,2022-03-16,North,Furniture,Corporate,Same Day,3211.93,-104.25,0.2,15,2022,3,March,1
ORD-10440,2022-03-17,East,Grocery,Corporate,Second Class,673.93,100.29,0.2,11,2022,3,March,1
ORD-10441,2022-03-18,West,Fashion,Corporate,First Class,2689.22,50.58,0.2,8,2022,3,March,1
ORD-10442,2022-03-19,Central,Fashion,Corporate,Same Day,785.68,131.15,0.05,5,2022,3,March,1
ORD-10443,2022-03-20,North,Technology,Consumer,Same Day,6631.11,1425.17,0.1,9,2022,3,March,1
ORD-10444,2022-03-21,West,Furniture,Consumer,Second Class,4628.4,617.67,0.2,5,2022,3,March,1
ORD-10445,2022-03-22,East,Technology,Home Office,Same Day,2909.43,482.98,0.05,6,2022,3,March,1
ORD-10446,2022-03-23,Central,Office Supplies,Consumer,First Class,898.41,125.48,0.2,10,2022,3,March,1
ORD-10447,2022-03-24,Central,Grocery,Corporate,Second Class,473.72,59.94,0.0,8,2022,3,March,1
ORD-10448,2022-03-25,West,Furniture,Home Office,Same Day,5055.16,279.51,0.1,1,2022,3,March,1
ORD-10449,2022-03-26,North,Furniture,Home Office,Second Class,1450.14,64.59,0.1,15,2022,3,March,1
ORD-10450,2022-03-27,West,Furniture,Home Office,First Class,4159.06,613.16,0.1,2,2022,3,March,1
ORD-10451,2022-03-28,West,Fashion,Corporate,First Class,3179.17,616.66,0.05,6,2022,3,March,1
ORD-10452,2022-03-29,South,Grocery,Home Office,First Class,1580.62,37.48,0.3,3,2022,3,March,1
ORD-10453,2022-03-30,North,Fashion,Consumer,Second Class,2569.67,189.91,0.1,7,2022,3,March,1
ORD-10454,2022-03-31,West,Furniture,Home Office,Same Day,1336.01,94.16,0.2,14,2022,3,March,1
ORD-10455,2022-04-01,East,Fashion,Home Office,Standard Class,1074.42,141.36,0.15,15,2022,4,April,2
ORD-10456,2022-04-02,North,Furniture,Corporate,Second Class,4650.98,995.33,0.0,11,2022,4,April,2
ORD-10457,2022-04-03,South,Office Supplies,Consumer,First Class,2055.67,241.74,0.05,4,2022,4,April,2
ORD-10458,2022-04-04,West,Technology,Consumer,Same Day,4443.82,-363.2,0.3,8,2022,4,April,2
ORD-10459,2022-04-05,South,Grocery,Corporate,First Class,487.8,38.24,0.15,9,2022,4,April,2
ORD-10460,2022-04-06,East,Fashion,Consumer,Same Day,1463.17,210.32,0.0,2,2022,4,April,2
ORD-10461,2022-04-07,West,Technology,Corporate,Second Class,2813.7,-7.03,0.15,15,2022,4,April,2
ORD-10462,2022-04-08,North,Technology,Home Office,Same Day,4517.34,951.93,0.0,12,2022,4,April,2
ORD-10463,2022-04-09,South,Fashion,Consumer,Standard Class,1237.99,65.61,0.1,2,2022,4,April,2
ORD-10464,2022-04-10,Central,Fashion,Corporate,First Class,961.71,121.25,0.05,5,2022,4,April,2
ORD-10465,2022-04-11,South,Fashion,Consumer,Standard Class,1797.57,249.7,0.0,6,2022,4,April,2
ORD-10466,2022-04-12,South,Fashion,Consumer,Standard Class,1150.5,121.79,0.05,1,2022,4,April,2
ORD-10467,2022-04-13,South,Technology,Consumer,First Class,4766.95,769.75,0.15,13,2022,4,April,2
ORD-10468,2022-04-14,West,Office Supplies,Home Office,Same Day,2459.53,218.6,0.1,3,2022,4,April,2
ORD-10469,2022-04-15,West,Grocery,Corporate,Same Day,645.07,44.32,0.1,8,2022,4,April,2
ORD-10470,2022-04-16,East,Technology,Home Office,Standard Class,3965.89,-26.61,0.3,2,2022,4,April,2
ORD-10471,2022-04-17,East,Fashion,Home Office,Standard Class,2782.38,184.27,0.15,14,2022,4,April,2
ORD-10472,2022-04-18,South,Fashion,Home Office,Second Class,918.97,179.71,0.1,8,2022,4,April,2
ORD-10473,2022-04-19,Central,Technology,Home Office,Second Class,2889.14,518.24,0.15,2,2022,4,April,2
ORD-10474,2022-04-20,East,Furniture,Consumer,Standard Class,5350.78,894.0,0.0,7,2022,4,April,2
ORD-10475,2022-04-21,Central,Furniture,Corporate,First Class,5039.53,-512.0,0.3,15,2022,4,April,2
ORD-10476,2022-04-22,Central,Grocery,Corporate,First Class,1014.81,201.37,0.1,14,2022,4,April,2
ORD-10477,2022-04-23,Central,Technology,Home Office,Same Day,2742.75,262.81,0.15,2,2022,4,April,2
ORD-10478,2022-04-24,West,Fashion,Consumer,Standard Class,2906.04,555.13,0.1,13,2022,4,April,2
ORD-10479,2022-04-25,North,Grocery,Corporate,Same Day,956.04,-14.88,0.2,10,2022,4,April,2
ORD-10480,2022-04-26,East,Grocery,Home Office,Same Day,1480.86,72.26,0.15,1,2022,4,April,2
ORD-10481,2022-04-27,West,Furniture,Home Office,Same Day,4967.53,94.61,0.1,15,2022,4,April,2
ORD-10482,2022-04-28,North,Office Supplies,Corporate,Same Day,2038.19,162.03,0.3,14,2022,4,April,2
ORD-10483,2022-04-29,East,Furniture,Corporate,Same Day,2331.56,229.32,0.1,13,2022,4,April,2
ORD-10484,2022-04-30,East,Technology,Corporate,Second Class,6467.95,869.28,0.15,15,2022,4,April,2
ORD-10485,2022-05-01,West,Office Supplies,Home Office,Second Class,2090.1,199.97,0.1,2,2022,5,May,2
ORD-10486,2022-05-02,Central,Fashion,Consumer,Second Class,2829.18,275.56,0.05,4,2022,5,May,2
ORD-10487,2022-05-03,West,Grocery,Corporate,Second Class,1397.62,162.16,0.1,5,2022,5,May,2
ORD-10488,2022-05-04,West,Technology,Consumer,First Class,4610.45,655.16,0.2,8,2022,5,May,2
ORD-10489,2022-05-05,Central,Grocery,Home Office,First Class,1415.44,140.46,0.05,6,2022,5,May,2
ORD-10490,2022-05-06,North,Technology,Consumer,Same Day,7179.07,1460.7,0.05,1,2022,5,May,2
ORD-10491,2022-05-07,East,Furniture,Home Office,Second Class,2330.15,301.52,0.05,11,2022,5,May,2
ORD-10492,2022-05-08,West,Technology,Corporate,Second Class,5587.19,274.85,0.05,11,2022,5,May,2
ORD-10493,2022-05-09,Central,Office Supplies,Corporate,First Class,2388.33,177.45,0.15,7,2022,5,May,2
ORD-10494,2022-05-10,South,Furniture,Corporate,Same Day,1230.86,344.5,0.0,10,2022,5,May,2
ORD-10495,2022-05-11,Central,Office Supplies,Home Office,First Class,827.02,-84.55,0.3,5,2022,5,May,2
ORD-10496,2022-05-12,North,Office Supplies,Corporate,First Class,2599.59,39.76,0.3,11,2022,5,May,2
ORD-10497,2022-05-13,East,Furniture,Home Office,Second Class,4582.81,1102.04,0.0,15,2022,5,May,2
ORD-10498,2022-05-14,South,Fashion,Home Office,First Class,2537.63,453.17,0.05,11,2022,5,May,2
ORD-10499,2022-05-15,North,Office Supplies,Corporate,Same Day,674.17,17.94,0.3,7,2022,5,May,2
ORD-10500,2022-05-16,East,Fashion,Corporate,Second Class,2328.55,105.13,0.2,11,2022,5,May,2
